BFS_NR;GEBIET_NAME;THEMA_NAME;SET_NAME;SUBSET_NAME;INDIKATOR_ID;INDIKATOR_NAME;INDIKATOR_JAHR;INDIKATOR_VALUE;EINHEIT_KURZ;EINHEIT_LANG;
200;Wangen-Brüttisellen;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;167;Fr./Einw.;Franken pro Einwohner;
211;Altikon;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;231;Fr./Einw.;Franken pro Einwohner;
213;Brütten;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;223;Fr./Einw.;Franken pro Einwohner;
214;Dägerlen;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;257;Fr./Einw.;Franken pro Einwohner;
215;Dättlikon;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;64;Fr./Einw.;Franken pro Einwohner;
216;Dinhard;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;241;Fr./Einw.;Franken pro Einwohner;
217;Elgg;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;254;Fr./Einw.;Franken pro Einwohner;
218;Ellikon a.d.Th.;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;153;Fr./Einw.;Franken pro Einwohner;
219;Elsau;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;327;Fr./Einw.;Franken pro Einwohner;
220;Hagenbuch;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;249;Fr./Einw.;Franken pro Einwohner;
221;Hettlingen;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;180;Fr./Einw.;Franken pro Einwohner;
222;Hofstetten;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;277;Fr./Einw.;Franken pro Einwohner;
223;Neftenbach;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;181;Fr./Einw.;Franken pro Einwohner;
224;Pfungen;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;158;Fr./Einw.;Franken pro Einwohner;
225;Rickenbach;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;155;Fr./Einw.;Franken pro Einwohner;
226;Schlatt;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;226;Fr./Einw.;Franken pro Einwohner;
227;Seuzach;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;205;Fr./Einw.;Franken pro Einwohner;
228;Turbenthal;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;244;Fr./Einw.;Franken pro Einwohner;
230;Winterthur;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;328;Fr./Einw.;Franken pro Einwohner;
231;Zell;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;189;Fr./Einw.;Franken pro Einwohner;
241;Aesch;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;297;Fr./Einw.;Franken pro Einwohner;
242;Birmensdorf;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;323;Fr./Einw.;Franken pro Einwohner;
243;Dietikon;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;163;Fr./Einw.;Franken pro Einwohner;
244;Geroldswil;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;158;Fr./Einw.;Franken pro Einwohner;
245;Oberengstringen;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;126;Fr./Einw.;Franken pro Einwohner;
246;Oetwil a.d.L.;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;150;Fr./Einw.;Franken pro Einwohner;
247;Schlieren;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;111;Fr./Einw.;Franken pro Einwohner;
248;Uitikon;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;369;Fr./Einw.;Franken pro Einwohner;
249;Unterengstringen;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;138;Fr./Einw.;Franken pro Einwohner;
250;Urdorf;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;156;Fr./Einw.;Franken pro Einwohner;
251;Weiningen;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;151;Fr./Einw.;Franken pro Einwohner;
261;Zürich;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;624;Fr./Einw.;Franken pro Einwohner;
298;Wiesendangen;Öffentliche Finanzen;Gemeindefinanzen;Gemeinde Nettoaufwand;428;Nettoaufwand Verkehr [Fr./Einw.];2012;270;Fr./Einw.;Franken pro Einwohner;
